"00:36:28,951","00:36:30,745
", ,SKINNY PETE

"00:36:30,828","00:36:33,331
", ,LYLE

"00:36:33,414","00:36:34,665
", ,STELLA

"00:36:34,749","00:36:37,918
", ,CHARLIE

"00:36:38,002","00:36:39,754
", ,JOHN BRIDGER

"00:36:54,852","00:36:56,103
", ,STEVE

"00:36:56,270","00:36:58,272
", ,CHARLIE

"00:36:58,356","00:37:00,650
", ,HANDSOME ROB

"00:37:01,734","00:37:02,652
", ,HANDSOME ROB

"00:37:02,735","00:37:03,736
", ,MASHKOV

"00:37:03,819","00:37:05,988
", ,JOHN BRIDGER

"00:37:06,072","00:37:08,908
", ,DETECTIVE

"00:37:08,991","00:37:09,909
", ,MASHKOV

"00:37:09,992","00:37:11,535
", ,JOHN BRIDGER

"00:37:13,913","00:37:15,915
",green,JOHN BRIDGER

"00:37:15,998","00:37:18,584
", ,HANDSOME ROB

"00:37:18,668","00:37:20,461
", ,MASHKOV

